name,age,bp,position,height,weight,foot,growth,value,wage,release_clause,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,total_stats,base_stats,w/f,sm,a/w,d/w,ir,pac,sho,pas,dri,def,phy,hits,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,ova
C. Pando,18,ST,RW ST,175.26,61.65,Right,15,250000.0,500,694000.0,55,61,42,58,38.0,60,41.0,34,35,55,65,70,59.0,55,55.0,63,48.0,51,58,55,35,16.0,51.0,51.0,48,49.0,24,21,23.0,12,9,6,8,14,1376,309,3,2,High,Low,1,68,58,51,58,23,51,3,57,57,57,58,57,57,57,58,56,56,56,56,49,49,49,56,43,38,38,38,43,41,34,34,34,41,15,58
W. Burrell,30,RB,RB CM,177.8,71.55,Right,0,120000.0,2000,210000.0,52,29,51,50,20.0,52,34.0,27,46,51,69,70,65.0,54,69.0,34,75.0,73,68,27,52,55.0,51.0,48.0,39,53.0,56,57,56.0,6,14,8,14,9,1481,324,3,2,Medium,High,1,70,31,47,54,56,66,6,47,47,47,51,49,49,49,51,50,50,50,53,51,51,51,53,57,54,54,54,57,57,57,57,57,57,15,59
E. Heskey,37,ST,,185.42,92.25,Right,0,80000.0,4000,0.0,55,63,71,69,60.0,63,61.0,26,43,72,42,45,50.0,62,46.0,77,78.0,33,90,51,71,58.0,67.0,67.0,66,,40,44,41.0,13,13,15,15,12,1679,350,4,2,Low,Low,2,44,64,59,64,48,71,3,66,66,66,61,64,64,64,61,63,63,63,60,60,60,60,60,52,56,56,56,52,51,58,58,58,51,19,66
T. Bruns,28,CM,CM CAM,177.8,71.55,Right,0,650000.0,6000,975000.0,57,54,60,66,57.0,64,67.0,71,66,68,68,67,73.0,64,71.0,68,76.0,71,62,68,71,64.0,68.0,69.0,52,66.0,57,64,59.0,13,11,13,14,9,1882,386,3,3,High,High,1,67,60,65,66,61,67,3,63,63,63,65,65,65,65,65,66,66,66,65,66,66,66,65,64,65,65,65,64,63,63,63,63,63,18,66
F. Murray,21,CAM,LM CAM,172.72,67.5,Right,15,350000.0,1000,831000.0,56,50,36,60,48.0,58,56.0,41,53,60,74,70,68.0,49,72.0,55,48.0,55,48,49,39,29.0,53.0,62.0,57,60.0,35,35,38.0,5,14,8,9,11,1501,322,3,3,High,Medium,1,72,51,57,60,34,48,8,53,53,53,58,57,57,57,58,58,58,58,58,54,54,54,58,49,46,46,46,49,47,40,40,40,47,14,59
Wang Tong,27,RB,RB,177.8,70.65,Right,0,475000.0,4000,760000.0,64,58,54,65,52.0,60,39.0,42,59,57,76,74,74.0,63,70.0,55,59.0,73,65,34,55,57.0,59.0,60.0,35,53.0,65,58,59.0,13,12,10,10,7,1693,372,3,2,Medium,Medium,1,75,51,60,61,60,65,4,59,59,59,62,60,60,60,62,60,60,60,63,60,60,60,63,63,61,61,61,63,63,60,60,60,63,16,65
T. Uwakwe,20,LM,CM LWB,182.88,76.5,Left,15,110000.0,750,261000.0,46,46,45,56,41.0,53,40.0,31,50,50,72,71,62.0,53,59.0,55,61.0,68,66,52,59,43.0,48.0,52.0,36,45.0,50,50,47.0,10,9,14,13,10,1518,335,3,2,Medium,Medium,1,71,48,50,53,48,65,9,52,52,52,54,53,53,53,54,53,53,53,54,52,52,52,54,53,52,52,52,53,53,52,52,52,53,15,52
T. Hemed,32,ST,ST,185.42,79.2,Right,0,725000.0,8000,1400000.0,45,70,72,60,71.0,63,52.0,54,44,69,37,52,61.0,72,56.0,71,76.0,48,77,66,74,34.0,70.0,51.0,83,65.0,27,37,15.0,12,12,11,9,11,1662,336,4,3,Medium,Medium,1,45,70,52,65,35,69,4,67,67,67,61,64,64,64,61,61,61,61,58,57,57,57,58,45,49,49,49,45,43,49,49,49,43,18,68
L. Benito,28,LB,LB LM CB,185.42,84.15,Left,0,4800000.0,26000,9100000.0,71,43,67,69,44.0,65,58.0,56,65,70,67,74,74.0,71,56.0,62,78.0,86,75,54,69,75.0,63.0,67.0,56,69.0,71,70,73.0,15,15,16,8,7,1910,404,3,2,Medium,Medium,1,71,51,67,67,71,77,12,62,62,62,65,64,64,64,65,65,65,65,68,68,68,68,68,73,71,71,71,73,72,72,72,72,72,18,74
J. Anibaba,31,CB,CB LB,182.88,76.5,Right,0,575000.0,3000,834000.0,58,29,65,61,39.0,47,50.0,45,57,54,51,62,65.0,66,61.0,68,75.0,72,77,56,69,68.0,36.0,43.0,43,58.0,69,64,65.0,8,9,8,11,8,1659,350,3,2,Medium,Medium,1,57,44,55,53,67,74,4,52,52,52,51,50,50,50,51,51,51,51,53,55,55,55,53,63,63,63,63,63,64,67,67,67,64,15,67
T. Washington,26,LB,LB,177.8,76.5,Left,1,375000.0,2000,572000.0,51,22,54,55,20.0,20,28.0,23,29,52,74,74,49.0,66,66.0,32,73.0,55,58,24,42,62.0,27.0,25.0,37,43.0,64,67,58.0,10,11,12,12,14,1366,295,2,2,Low,High,1,74,25,41,37,63,55,5,41,41,41,43,40,40,40,43,40,40,40,45,43,43,43,45,58,55,55,55,58,61,60,60,60,61,18,63
A. Pérez,19,GK,GK,190.5,84.15,Right,15,375000.0,500,1000000.0,15,8,15,16,8.0,9,11.0,12,21,13,26,27,23.0,60,22.0,44,60.0,26,59,10,29,12.0,6.0,40.0,15,33.0,8,15,15.0,59,61,58,60,58,921,323,2,1,Medium,Medium,1,59,61,58,58,27,60,4,21,21,21,19,20,20,20,19,20,20,20,20,22,22,22,20,20,22,22,22,20,20,23,23,23,20,59,60
Pedro Gonçalves,22,CAM,CM,172.72,57.6,Right,11,13000000.0,12000,28600000.0,68,69,40,78,65.0,80,76.0,69,76,79,75,73,81.0,78,80.0,73,42.0,84,40,74,54,56.0,73.0,78.0,63,78.0,55,57,50.0,15,11,15,7,8,1942,408,4,4,High,Medium,1,74,71,75,80,54,54,764,69,69,69,76,75,75,75,76,77,77,77,76,76,76,76,76,68,66,66,66,68,65,55,55,55,65,18,76
R. Villamizar,25,CDM,CDM LM,170.18,67.5,Left,5,300000.0,500,668000.0,44,34,45,63,33.0,42,38.0,34,57,62,52,56,56.0,60,54.0,39,66.0,64,69,33,59,52.0,42.0,51.0,40,42.0,55,66,61.0,12,15,12,11,8,1485,316,3,3,Medium,Medium,1,54,35,53,51,57,66,3,47,47,47,49,49,49,49,49,52,52,52,52,55,55,55,52,57,60,60,60,57,57,59,59,59,57,17,61
O. Çınar,24,CAM,RM,175.26,69.3,Left,6,3200000.0,14000,7000000.0,70,60,42,72,62.0,75,74.0,78,71,74,77,76,85.0,61,71.0,75,40.0,60,58,73,62,22.0,69.0,62.0,57,60.0,22,22,30.0,13,12,8,7,7,1747,370,3,3,Medium,Low,1,76,66,70,75,25,58,9,66,66,66,71,69,69,69,71,70,70,70,70,64,64,64,70,52,50,50,50,52,48,39,39,39,48,15,71
J. Bellegarde,22,CAM,CM CDM,170.18,65.7,Right,9,1600000.0,11000,3500000.0,60,58,57,71,40.0,70,52.0,39,67,73,66,66,82.0,66,83.0,60,59.0,71,57,60,60,68.0,68.0,71.0,37,66.0,67,68,61.0,12,15,14,10,9,1817,389,3,3,Medium,High,1,66,57,66,73,66,61,11,63,63,63,67,67,67,67,67,69,69,69,68,69,69,69,68,67,68,68,68,67,66,64,64,64,66,18,69
Marlon,24,CB,CB,182.88,79.2,Right,5,3700000.0,17000,6600000.0,43,40,71,71,33.0,64,57.0,46,68,71,63,65,59.0,65,59.0,61,61.0,62,75,36,75,73.0,36.0,51.0,58,66.0,74,72,74.0,8,15,16,13,12,1747,376,3,3,Medium,Medium,1,64,44,59,65,73,71,33,57,57,57,57,57,57,57,57,59,59,59,59,63,63,63,59,66,70,70,70,66,67,72,72,72,67,18,72
Thiago Galhardo,27,RM,CAM ST,182.88,74.25,Right,0,1900000.0,5000,2300000.0,68,68,66,68,67.0,73,59.0,66,66,68,78,81,74.0,68,67.0,71,62.0,74,60,67,67,69.0,68.0,68.0,66,70.0,60,68,56.0,13,13,14,11,12,1956,415,3,3,High,Medium,1,80,68,67,71,64,65,3,69,69,69,70,70,70,70,70,69,69,69,70,68,68,68,70,68,67,67,67,68,68,65,65,65,68,18,70
S. Ilsanker,31,CB,CB CDM,187.96,85.5,Right,0,4200000.0,22000,7100000.0,39,45,76,63,43.0,50,41.0,33,62,53,37,77,34.0,73,37.0,70,56.0,74,83,62,87,77.0,46.0,53.0,37,62.0,72,75,74.0,17,16,15,18,17,1712,370,3,2,Medium,Medium,1,59,53,53,50,75,80,16,59,59,59,52,56,56,56,52,55,55,55,54,61,61,61,54,65,70,70,70,65,67,74,74,74,67,23,74
D. Merola,20,ST,ST CF LW,180.34,75.60000000000001,Left,16,275000.0,650,598000.0,36,58,66,50,43.0,57,43.0,37,38,57,55,59,55.0,55,60.0,64,62.0,46,55,55,35,19.0,61.0,50.0,60,51.0,17,21,22.0,7,10,5,7,9,1374,289,3,2,High,Low,1,57,58,44,57,24,49,7,58,58,58,54,57,57,57,54,54,54,54,52,48,48,48,52,38,37,37,37,38,37,36,36,36,37,13,58
K. Iheanacho,23,ST,ST CF,185.42,81.45,Left,6,8000000.0,56000,16800000.0,49,74,62,70,73.0,75,73.0,64,63,76,76,79,73.0,74,69.0,74,55.0,67,70,74,70,21.0,79.0,67.0,73,69.0,28,25,23.0,8,7,7,11,15,1824,389,3,4,Medium,Medium,1,78,74,64,75,29,69,125,74,74,74,72,74,74,74,72,73,73,73,71,66,66,66,71,51,51,51,51,51,48,45,45,45,48,17,74
D. Nazarov,30,RW,CAM ST,182.88,72.45,Right,0,850000.0,4000,1300000.0,62,68,53,68,67.0,70,71.0,61,49,69,77,65,76.0,66,68.0,70,68.0,71,67,70,38,25.0,69.0,66.0,85,69.0,33,30,25.0,9,14,11,12,16,1769,367,4,3,Medium,Medium,1,70,70,63,70,32,62,7,67,67,67,69,68,68,68,69,68,68,68,67,62,62,62,67,52,49,49,49,52,49,43,43,43,49,19,68
C. Sapong,31,ST,ST LM,185.42,83.25,Right,0,1600000.0,5000,2400000.0,51,72,72,61,63.0,67,50.0,46,52,67,76,73,69.0,66,62.0,75,90.0,76,83,49,80,34.0,71.0,68.0,67,65.0,28,46,36.0,6,15,15,12,10,1808,387,3,3,Medium,Medium,1,74,67,58,67,40,81,3,70,70,70,66,68,68,68,66,66,66,66,66,62,62,62,66,54,54,54,54,54,53,54,54,54,53,17,70
F. Carballo,23,CM,CM CDM,177.8,71.55,Right,8,3400000.0,500,8199999.999999999,60,58,61,77,50.0,65,65.0,68,69,71,65,65,72.0,75,74.0,62,68.0,80,78,67,68,67.0,68.0,71.0,49,70.0,57,72,61.0,5,14,6,13,10,1911,403,3,2,High,Medium,1,65,60,70,68,64,76,16,66,66,66,67,68,68,68,67,70,70,70,68,71,71,71,68,68,70,70,70,68,67,67,67,67,67,17,71
A. Esiti,26,CB,CDM CM,187.96,83.25,Right,3,3500000.0,500,8000000.0,37,33,70,69,35.0,53,41.0,34,64,61,63,53,38.0,66,41.0,71,46.0,81,88,51,83,77.0,48.0,53.0,55,66.0,73,76,71.0,10,10,9,14,13,1687,371,3,2,Low,Medium,1,58,46,56,54,74,83,11,57,57,57,53,56,56,56,53,56,56,56,56,63,63,63,56,66,71,71,71,66,67,73,73,73,67,18,72
M. Lustig,33,RB,RB,187.96,77.4,Right,0,800000.0,5000,1000000.0,71,48,73,70,59.0,62,65.0,40,68,67,43,58,50.0,66,57.0,65,59.0,71,74,60,68,72.0,44.0,60.0,33,78.0,74,70,70.0,12,7,8,13,10,1767,375,3,3,Medium,High,2,51,53,66,62,72,71,12,59,59,59,59,59,59,59,59,60,60,60,61,65,65,65,61,68,70,70,70,68,68,70,70,70,68,16,70
F. Flores,30,CDM,CDM CB,180.34,87.3,Right,0,525000.0,500,1100000.0,58,39,56,70,47.0,55,39.0,50,65,63,68,68,63.0,60,60.0,56,67.0,76,67,52,73,55.0,46.0,62.0,51,59.0,64,65,65.0,11,15,16,14,16,1732,368,3,2,Medium,Medium,1,68,46,63,59,62,70,3,55,55,55,58,57,57,57,58,59,59,59,60,62,62,62,60,64,65,65,65,64,64,63,63,63,64,19,66
A. Dumitrescu,19,LB,LB,177.8,69.3,Left,17,180000.0,900,356000.0,49,31,53,38,30.0,28,34.0,27,36,37,77,70,67.0,51,46.0,36,58.0,67,53,40,62,47.0,52.0,47.0,29,46.0,49,56,57.0,7,10,5,8,7,1364,297,2,2,Medium,Medium,1,73,35,41,37,52,59,3,44,44,44,45,43,43,43,45,43,43,43,46,43,43,43,46,52,48,48,48,52,54,52,52,52,54,13,56
E. Zehir,22,CB,CDM,182.88,77.4,Right,10,550000.0,3000,963000.0,40,30,49,67,37.0,55,44.0,36,59,64,66,66,62.0,56,68.0,52,70.0,55,67,39,69,58.0,50.0,54.0,40,46.0,66,67,63.0,9,11,6,7,15,1597,346,3,2,Medium,High,1,66,38,55,59,63,65,8,51,51,51,54,54,54,54,54,56,56,56,56,58,58,58,56,59,62,62,62,59,60,63,63,63,60,15,63
I. Kanu,20,ST,ST RM,182.88,74.25,Right,15,450000.0,2000,1100000.0,39,62,48,44,55.0,67,49.0,46,38,62,77,79,70.0,56,68.0,57,54.0,62,65,60,35,18.0,62.0,60.0,58,65.0,28,19,16.0,12,7,5,15,7,1500,331,3,2,High,Low,1,78,60,46,65,24,58,10,60,60,60,61,61,61,61,61,59,59,59,59,51,51,51,59,43,39,39,39,43,40,36,36,36,40,15,60
Diego Alves,31,GK,GK,187.96,82.35000000000001,Left,0,16000000.0,30000,0.0,24,20,20,33,25.0,14,24.0,21,33,15,55,54,69.0,79,57.0,30,79.0,60,67,22,44,19.0,13.0,64.0,24,70.0,14,13,15.0,86,75,76,76,85,1405,452,2,1,Medium,Medium,3,86,75,76,85,54,76,8,30,30,30,32,32,32,32,32,35,35,35,34,35,35,35,34,32,32,32,32,32,31,30,30,30,31,80,82
D. Boateng,19,CDM,CDM CM,170.18,55.35,Right,17,425000.0,4000,1100000.0,44,41,59,65,51.0,62,56.0,50,62,58,67,59,55.0,66,90.0,69,55.0,58,55,48,67,52.0,56.0,50.0,51,58.0,55,59,62.0,12,11,14,8,14,1681,346,3,2,Medium,High,1,63,50,56,62,57,58,12,57,57,57,56,58,58,58,56,58,58,58,58,58,58,58,58,58,59,59,59,58,58,58,58,58,58,17,60
E. Belkalem,27,CB,CB,193.04,89.10000000000001,Right,0,2800000.0,7000,0.0,30,36,74,64,33.0,41,24.0,30,56,56,53,55,32.0,69,41.0,41,68.0,69,87,31,73,71.0,21.0,33.0,36,56.0,73,75,71.0,15,10,9,14,6,1497,333,3,2,Medium,High,1,54,35,46,46,73,79,3,49,49,49,44,46,46,46,44,46,46,46,48,53,53,53,48,61,67,67,67,61,64,73,73,73,64,17,74
M. Butcher,23,CB,CM CDM CB,187.96,82.35000000000001,Left,9,240000.0,950,468000.0,48,49,59,62,36.0,59,41.0,30,59,60,63,63,54.0,57,58.0,54,67.0,68,71,50,62,58.0,55.0,58.0,47,57.0,59,60,57.0,15,6,7,7,12,1611,354,3,2,Medium,High,1,63,50,55,59,59,68,10,57,57,57,57,57,57,57,57,58,58,58,58,59,59,59,58,59,60,60,60,59,59,61,61,61,59,15,59
C. Dasilva,20,LB,LB,170.18,69.3,Left,15,160000.0,4000,404000.0,54,31,36,44,28.0,51,54.0,55,37,48,73,75,63.0,48,68.0,51,60.0,50,53,51,49,56.0,31.0,51.0,41,48.0,47,58,54.0,6,12,7,9,5,1456,316,3,2,High,Medium,1,74,39,47,52,52,52,3,44,44,44,50,47,47,47,50,47,47,47,49,46,46,46,49,54,49,49,49,54,54,51,51,51,54,12,55
M. Rondón,34,ST,ST,182.88,73.35000000000001,Right,0,400000.0,6000,560000.0,68,65,70,63,63.0,67,63.0,59,63,69,70,66,70.0,68,64.0,67,91.0,74,72,63,74,23.0,68.0,66.0,60,70.0,22,20,21.0,12,8,13,9,10,1761,365,3,3,High,Medium,2,68,65,64,68,26,74,5,67,67,67,67,67,67,67,67,66,66,66,67,62,62,62,67,50,49,49,49,50,47,44,44,44,47,16,67
M. Le Marchand,30,CB,CB LB,185.42,77.4,Left,0,1400000.0,41000,2700000.0,68,32,69,70,38.0,62,42.0,40,70,70,63,57,63.0,68,63.0,56,75.0,63,72,33,72,72.0,27.0,63.0,42,74.0,67,70,69.0,13,13,15,7,15,1719,367,3,2,Medium,Medium,2,60,38,65,65,69,70,26,53,53,53,57,55,55,55,57,59,59,59,61,63,63,63,61,67,69,69,69,67,68,70,70,70,68,18,70
T. Barbet,18,CB,CB,182.88,74.25,Left,15,250000.0,600,656000.0,32,26,58,38,32.0,36,35.0,32,33,42,54,63,41.0,54,60.0,42,69.0,56,58,25,46,61.0,31.0,31.0,44,50.0,59,62,62.0,6,13,9,6,13,1329,280,2,2,Medium,Medium,1,59,30,34,40,61,56,4,41,41,41,39,39,39,39,39,38,38,38,40,40,40,40,40,52,50,50,50,52,54,57,57,57,54,14,58
I. Vassilev,19,LW,LW RW ST,175.26,64.35000000000001,Left,20,650000.0,1000,0.0,60,64,45,52,54.0,66,56.0,50,41,64,74,73,72.0,54,78.0,66,40.0,54,55,55,39,20.0,52.0,53.0,64,56.0,30,36,32.0,11,8,9,14,14,1555,336,3,2,High,Low,1,73,62,52,66,32,51,105,59,59,59,62,60,60,60,62,59,59,59,60,52,52,52,60,48,42,42,42,48,46,39,39,39,46,16,62
A. Selikhov,26,GK,GK,190.5,84.15,Right,3,7000000.0,36000,11700000.0,16,14,17,33,15.0,19,14.0,15,35,25,33,48,35.0,65,50.0,57,63.0,24,67,19,21,25.0,15.0,58.0,19,58.0,15,18,18.0,76,79,76,75,75,1234,422,4,1,Medium,Medium,1,76,79,76,75,41,75,12,30,30,30,29,31,31,31,29,33,33,33,30,33,33,33,30,27,31,31,31,27,27,29,29,29,27,75,76
M. Camara,22,CM,CM,177.8,68.4,Right,11,900000.0,7000,2000000.0,52,53,54,68,54.0,68,63.0,47,74,72,64,62,70.0,61,70.0,66,51.0,69,66,44,60,58.0,57.0,64.0,55,65.0,63,59,57.0,6,11,7,9,7,1741,374,3,3,High,Medium,1,63,54,64,69,59,65,23,61,61,61,62,63,63,63,62,64,64,64,64,65,65,65,64,62,64,64,64,62,61,60,60,60,61,14,65
K. Yao,19,CB,CB,187.96,78.3,Right,17,100000.0,600,208000.0,29,16,55,43,25.0,23,27.0,25,43,30,59,64,46.0,42,48.0,36,69.0,37,71,22,48,51.0,20.0,34.0,33,40.0,51,52,51.0,14,6,6,6,7,1189,262,2,2,Medium,Medium,1,62,23,37,30,52,58,5,35,35,35,33,32,32,32,33,33,33,33,35,36,36,36,35,44,46,46,46,44,47,52,52,52,47,12,52
K. Vollmann,26,CAM,CAM LM LW,175.26,69.3,Right,2,550000.0,2000,839000.0,58,56,38,65,51.0,67,62.0,60,57,62,80,80,80.0,60,81.0,68,71.0,72,57,63,65,50.0,60.0,59.0,54,65.0,31,46,40.0,10,11,10,7,15,1746,372,3,3,Medium,Medium,1,80,60,61,67,41,63,4,60,60,60,65,63,63,63,65,64,64,64,64,61,61,61,64,57,55,55,55,57,55,49,49,49,55,16,64
S. van der Water,23,LM,RM,182.88,73.35000000000001,Left,4,1400000.0,4000,2100000.0,64,70,50,64,58.0,74,67.0,43,54,68,78,84,77.0,66,63.0,72,47.0,67,60,64,68,24.0,66.0,55.0,67,64.0,32,52,45.0,8,9,10,14,6,1746,384,3,3,High,High,1,81,68,60,72,40,63,8,67,67,67,69,68,68,68,69,67,67,67,68,61,61,61,68,57,53,53,53,57,55,49,49,49,55,16,69
M. Domański,29,RW,CAM ST,167.64000000000001,61.65,Right,0,300000.0,1000,405000.0,57,63,53,61,52.0,60,54.0,55,58,57,78,76,83.0,61,85.0,64,55.0,67,58,62,64,27.0,62.0,59.0,54,57.0,40,29,34.0,14,6,12,10,10,1680,357,3,3,Medium,Medium,1,77,62,59,63,35,61,4,62,62,62,63,62,62,62,63,62,62,62,62,57,57,57,62,51,49,49,49,51,49,45,45,45,49,16,62
V. Stocker,31,RM,RM LM CAM,177.8,72.45,Left,0,3500000.0,14000,5300000.0,74,65,54,75,73.0,74,75.0,72,71,75,67,69,77.0,70,74.0,70,71.0,66,66,70,68,42.0,74.0,79.0,61,66.0,66,37,35.0,7,8,7,10,7,1909,400,4,3,High,Medium,2,68,68,75,74,48,67,20,69,69,69,72,72,72,72,72,73,73,73,72,70,70,70,72,61,61,61,61,61,58,55,55,55,58,15,73
Berto Hórreo,20,GK,GK,190.5,80.55,Right,14,675000.0,1000,1500000.0,15,7,16,22,10.0,9,14.0,11,26,14,34,33,41.0,56,31.0,44,61.0,30,72,8,21,15.0,8.0,35.0,17,37.0,10,12,13.0,62,64,59,61,63,994,342,3,1,Medium,Medium,1,62,64,59,63,33,61,3,23,23,23,20,21,21,21,20,22,22,22,22,23,23,23,22,21,23,23,23,21,21,24,24,24,21,62,63
L. Ayling,28,RB,RB CB,185.42,71.55,Right,0,5500000.0,74000,11000000.0,69,45,67,69,37.0,67,41.0,36,61,67,65,71,68.0,73,71.0,64,76.0,84,74,55,66,75.0,65.0,59.0,38,71.0,74,75,73.0,9,11,11,9,8,1833,399,3,3,High,Medium,1,68,51,63,68,74,75,328,63,63,63,65,64,64,64,65,64,64,64,66,67,67,67,66,73,71,71,71,73,73,72,72,72,73,16,75
Nathan,23,CAM,LM CAM,177.8,70.65,Right,5,3200000.0,45000,6300000.0,56,67,33,71,64.0,84,71.0,66,69,78,81,76,76.0,62,78.0,70,61.0,55,62,73,32,18.0,57.0,64.0,58,71.0,26,21,23.0,10,12,10,9,15,1708,369,3,4,Medium,Low,1,78,68,66,80,23,54,4,66,66,66,71,70,70,70,71,71,71,71,70,64,64,64,70,50,47,47,47,50,45,37,37,37,45,17,71
R. Hauge,17,CAM,LW RW,175.26,69.3,Right,19,130000.0,500,244000.0,37,46,46,58,46.0,56,50.0,30,54,57,70,68,82.0,50,70.0,52,60.0,56,58,49,48,49.0,45.0,52.0,41,48.0,48,50,47.0,6,9,11,11,9,1521,331,2,2,Medium,Medium,1,69,48,50,59,49,56,7,52,52,52,54,54,54,54,54,55,55,55,54,53,53,53,54,52,52,52,52,52,52,51,51,51,52,13,54
V. Anita,31,CDM,CDM RB LB,167.64000000000001,65.7,Right,0,575000.0,3000,834000.0,55,48,50,71,40.0,67,52.0,55,68,71,69,65,74.0,66,78.0,62,67.0,72,58,48,62,66.0,57.0,65.0,43,75.0,62,64,61.0,12,12,10,14,15,1779,376,3,3,Medium,Medium,2,67,51,64,69,62,63,15,59,59,59,63,63,63,63,63,65,65,65,65,66,66,66,65,65,66,66,66,65,64,62,62,62,64,19,67
Y. Mbone,27,CB,CB,185.42,81.45,Right,2,575000.0,2000,1000000.0,55,59,72,60,50.0,57,50.0,46,55,60,47,42,53.0,57,50.0,57,72.0,88,78,42,68,63.0,50.0,50.0,53,62.0,62,66,63.0,7,10,13,15,13,1683,353,3,2,Medium,Medium,1,44,54,55,57,65,78,5,58,58,58,54,55,55,55,54,55,55,55,56,58,58,58,56,62,63,63,63,62,62,65,65,65,62,16,65
J. Harris,20,CM,CM,187.96,78.3,Right,10,130000.0,9000,273000.0,51,43,53,61,42.0,50,34.0,38,54,53,75,67,65.0,55,66.0,61,72.0,68,71,46,64,55.0,54.0,52.0,40,56.0,53,49,44.0,14,5,9,13,14,1591,346,3,2,Medium,Medium,1,71,48,54,53,51,69,4,55,55,55,55,54,54,54,55,55,55,55,56,55,55,55,56,56,56,56,56,56,55,56,56,56,55,16,55
M. Fares,24,LM,LM LB LW,182.88,74.25,Left,6,3200000.0,18000,6400000.0,75,59,58,66,58.0,75,69.0,48,60,75,75,74,72.0,70,75.0,68,55.0,63,68,62,68,66.0,65.0,63.0,64,65.0,65,67,68.0,8,12,10,15,14,1910,407,3,3,High,High,1,74,62,66,74,65,66,94,66,66,66,70,68,68,68,70,68,68,68,70,67,67,67,70,69,67,67,67,69,69,66,66,66,69,18,71
A. Rozzi,23,ST,RW ST CF,180.34,73.35000000000001,Left,5,600000.0,10000,1100000.0,62,64,62,59,62.0,65,64.0,58,56,68,75,68,70.0,59,67.0,66,57.0,66,69,57,47,31.0,64.0,54.0,61,64.0,25,28,31.0,12,9,6,5,10,1657,352,3,3,Medium,Medium,1,71,63,58,66,31,63,3,64,64,64,64,64,64,64,64,62,62,62,64,57,57,57,64,51,48,48,48,51,49,43,43,43,49,14,64
M. Kanno,25,CDM,CDM CM,190.5,70.65,Right,5,2800000.0,20000,5000000.0,66,66,67,73,56.0,71,56.0,52,69,75,70,70,73.0,66,61.0,76,62.0,79,79,75,68,66.0,68.0,69.0,59,67.0,68,68,67.0,10,15,9,13,11,1953,422,3,3,High,Medium,1,70,69,68,72,67,76,6,70,70,70,70,70,70,70,70,71,71,71,70,71,71,71,70,70,70,70,70,70,69,69,69,69,69,18,71
Y. Maçon,21,RB,RB LB,175.26,73.35000000000001,Right,8,725000.0,5000,1600000.0,61,35,56,63,32.0,64,59.0,41,47,63,76,75,74.0,57,72.0,59,60.0,62,64,37,60,57.0,57.0,34.0,45,48.0,58,65,64.0,6,15,7,11,8,1644,358,3,2,Medium,High,1,75,42,53,65,60,63,20,55,55,55,58,56,56,56,58,55,55,55,59,55,55,55,59,63,59,59,59,63,63,61,61,61,63,15,65
M. Arambarri,24,CDM,CDM CM,175.26,73.35000000000001,Right,5,18000000.0,28000,39200000.0,59,49,62,80,43.0,69,66.0,46,79,79,50,54,58.0,78,75.0,77,57.0,74,76,63,83,79.0,60.0,68.0,50,65.0,80,80,79.0,7,13,13,15,7,1928,407,3,3,Medium,Medium,1,52,58,71,72,78,76,172,65,65,65,65,67,67,67,65,69,69,69,68,74,74,74,68,73,79,79,79,73,73,76,76,76,73,18,80
E. Gudjohnsen,36,CF,,185.42,88.2,Right,0,190000.0,25000,0.0,57,72,69,75,74.0,73,68.0,67,58,77,33,33,54.0,76,42.0,74,47.0,33,72,71,46,32.0,79.0,79.0,81,,35,41,37.0,9,15,6,9,13,1707,342,4,3,Medium,Medium,2,33,73,69,71,40,56,3,70,70,70,67,71,71,71,67,71,71,71,65,67,67,67,65,50,54,54,54,50,48,50,50,50,48,18,71
J. Livermore,30,CDM,CDM CM,180.34,73.35000000000001,Right,0,4600000.0,57000,9200000.0,65,59,66,74,60.0,66,68.0,58,72,74,64,61,65.0,74,72.0,72,69.0,87,76,68,79,70.0,60.0,65.0,57,78.0,75,72,66.0,9,15,8,10,9,1965,413,2,3,High,Medium,2,62,63,69,69,71,79,18,67,67,67,67,67,67,67,67,68,68,68,68,71,71,71,68,71,73,73,73,71,71,72,72,72,71,18,74
B. Pelé,28,LM,LM RM CM,170.18,64.35000000000001,Left,0,3100000.0,8000,5600000.0,72,66,49,72,48.0,72,77.0,69,67,70,73,88,88.0,66,87.0,64,45.0,66,51,60,31,36.0,68.0,72.0,69,59.0,47,33,29.0,7,11,8,16,12,1789,378,3,3,Medium,Medium,1,81,64,71,73,39,50,6,66,66,66,71,69,69,69,71,71,71,71,71,66,66,66,71,58,54,54,54,58,55,45,45,45,55,17,72
